9877787,H,1978,1989
0117627,QIS,1970,2017
0420542,IM,1974,1984
0435507,QIS,1970,2017
0057764,QIS,1985,2017
7708992,H,1975,1975
101122359,N,2001,2001
0371225,H,-1,-1
8501477,N,-1,-1
0401120,R,1973,1973
7704329,QIS,1973,2008
7802924,H,1977,1979
9892142,H,1978,1980
9005471,H,1989,1990
9007503,H,1989,1990
0234403,H,1977,1979
0200552,H,-1,-1
0246161,H,-1,-1
7806110,H,-1,-1
8406280,H,1983,1989
9879873,H,-1,-1
9423870,H,-1,-1
0434617,R,-1,-1
0411340,R,-1,-1
9877815,H,-1,-1
19540510R,H,-1,-1
19540490R,H,-1,-1
7511523,H,1977,1981
9500520,H,1993,1996
0135654,QIS,1968,2017
0146631,QIS,1967,2017
100958810,QIS,1998,2008
0216507,H,-1,-1
9306483,D,1989,1992
101133385,IM,2002,-1
0376425,IM,1965,-1
101124451,IM,2002,-1
100888160,IM,2005,-1
101676019,IM,2016,-1
101136452,IM,2001,2015
9887340,IM,1999,2000
0401141,IM,2000,-1
7703992,H,-1,-1
8403486,H,-1,-1
8000597,H,1979,1982
9709715,H,1997,1998
19630040R,H,-1,-1
0202364,IM,1972,1982
0346574,H,1979,1995
0076224,QIS,1969,2017
0151434,B,1990,1998
1250576,B,1992,1998
7703761,H,1975,1981
101133097,T,2001,2009
0154572,QIS,-1,-1
7808568,H,-1,-1
8209843,H,-1,-1
8310856,H,-1,-1
0401154,IM,1967,1983
7507374,QIS,1967,2017
101770517,IM,1980,1983
7505876,IM,1965,-1
8800264,QIS,-1,-1
7505887,IM,1965,1980
7602713,IM,1972,1974
7602711,IM,1975,1976
7505889,IM,1965,1990
9878792,H,1980,1988
9877641,H,1977,1985
8204644,H,1980,1981
9877788,H,-1,-1
7511775,IM,1983,1996
0374370,IM,1970,1977
9317694,IM,1992,1994
0023623,IM,1965,1986
7513447,B,1990,1994
9886009,IM,2010,-1
7512982,H,1978,1982
8009595,H,-1,-1
8404268,H,-1,-1
0226533,H,-1,-1
0435063,IM,1965,1974
0376474,IM,1965,1997
19920080R,IM,1965,1976
8003639,QIS,-1,-1
0045715,H,1978,1985
9877789,H,1980,1988
8510642,QIS,1979,2017
9877790,H,-1,-1
19930130R,H,1977,1994
7703771,H,1975,1981
9877791,H,-1,-1
9891454,H,1997,1999
8101373,H,1975,1981
9306503,QIS,1995,-1
0024064,H,1978,1989
9877739,H,-1,-1
0401241,IM,1965,1980
9877921,H,1978,1991
9886817,H,1992,1994
